text,sentiment
this is the type of shit that pisses me off and then they try to play the victim  ,0
it was parked farthest away from the building so it makes sense that car would be targeted  anyway  idk if they ll let me know but i hope i m wrong  i would be pissed if someone stole my car  ,0
you guys were like  for  and won stinky shooting but tough play ,0
if this book  chapter is still being taught there are no cowards than us here who are still tolerating it dumb ,0
hes mean  i love it  i know coaches down in s a  that would cry if they had a goon like this on the team and get mad,0
what a fucking weapons grade hypocrite  ,0
i just wanna take a nap i got shit sleep last night as usual  ,0
fuck whoever cuts other people off for a parking spot honda civic lookin ass  ,0
my daughter mean so fuckin much i get overwhelmed when i think about are situation like damn everything came crashing down all at once literally lost everything i worked so fuckin hard for  now i m sitting on borrowed time ima miss her so much when i m gone  ,0
seriously  ,0
cain  amp  aaron get moses kidnapped  amp  almost killed yet cain  amp  chas are immediately trying turn in back on her really  also at least cain did actually say  sorry  unlike aaron  even if he wasn t exactly heartfelt emmerdale  ,0
for some stupid ass reason  i fell asleep while the teacher was talking and now i feel terribly sick  and they said sleep was the best thing on earth  ,0
really sad that i can t wear face makeup for the rest of this trip  i feel like my face reacted bad the other night because i wore it all day daily since i got here ,0
this is just so wrong  dreadful for this family ,0
u people are stupid for not having your snapchat usernames in your bio  ,0
and adamschiff responded  as u know  that is false  i do not know nor have i spoke to the whistleblower yet i will protect the identity of said person  gopgaslighting shameful  ,0
i m getting sick  again  ,0
i wanna take pics but its hella cold  ,0
imagine meeting emilia clarke in a supermarket and being so rude to her for a tv show  i m furious  ,0
tired of this life  ,0
dumbolina  is so damn irritating  her existence in the house annoys me  biggboss  ,0
let s goo lil cuz  ball game  ,0
missing him  someone tell him to come out and show his face  hopefully  we ll get few pictures of him when they ll start shooting for prabhas  ,0
cant tastes this water shit barnaby pediatrician out breed it backrooms  ,0
i miss you everyday  sana alam mo yan,0
game day game day game dayy  vcwbb,0
when i m in traffic i be wishing i could monster jam some shit  ,0
this sissy i actually fucked wit blocked me  ,0
after ole miss fans discredited our women s basketball program  i think it s crazy that they are celebrating their  signees  if it doesn t count when our team became successful  why does it count when yours does  you either support the game all together or you don t  ,0
umsunduzi river  pietermaritzburg burst its banks  a taxi driver took a chance with people s lives and tried to cross  unbelievable  ,0
if there s a bunch of space and you choose to stand directly behind me  i m going to be irritated  ,0
you people are fucking crazy  wasn t about the poppy  it was about an opportunity to shame new canadians  fucking crazy  and before you ask  no this is not driven by racism  unlike your statements ,0
i think i should do a story time about my experience at this american hotel  the receptionist was one of those african americans who hated being called african  amp  the manager was racist  the service there was soo bad  amp  my family got treated so badly there  ,0
it is  its an absurd abuse of power by the libtard congress  ,0
this is fucking crazy  this dude  totally minding his own business  eating his sandwich while waiting for the train  and these cops  the kind that make them all look bad  get in his face and end up arresting him  just because he stood up for himself  outrageous and wrong  ,0
i found the culprit for last night s nightmares  a  stinkbug  i hurled the little  onto the desk for a pic  then outside  he was under my pillow  which means he landed on me  then proceeded to wander to his hiding place ,0
it s rude to eat any type of food in front of me rude  apologize to me ,0
can fucking relate,0
im so fucking mad they made viy cry  ,0
bro when i get my whip i don t wanna hear shit from anyone cus ain t no one help me  ,0
okayy  i was hella skeptical  ,0
tried to be like you lazy shits that sleep till  but productivity is in my dna  ,0
i hate how shy i get around my bfs fam ughh  ,0
i forgot my carmex at home and all i have is my blistex chapstick and lip serum  im mad i need my carmex  ,0
accidently kept taking work and forgot to take lunch and now im taking it an hour late  hope i dont get in trouble  ,0
it s to cold  ,0
this is bullcrap that a smirking schiff is allowed to even do this  this is evil  ,0
how long can the democrats hold out with this display of stupidity  it will all collapse  amp  one day they will have to answer for their dangerous foolishness  ,0
sorry but voting libdem ain t going to help you or anybody else in this shitty union  yellow tories ,0
my body is fucking sensitive  i had  less than an oz of milk and my acne flared up  flared up  ,0
this wtf i m talking bout  ,0
he s absolutely correct  thank you for speaking in behalf of us all  with at least half a brain anyhow  this democratic congress is doing  as we speak hearing  what they have accused our president for  it sickening to witness  ,0
boy that hairline was crazy  ,0
i found my winter coat in every colour  but black  ,0
it is too early for people to be a fucking bitch to me  ,0
this weather got my huskies acting so hyper  they don t want to sit down  ,0
my biology teacher graded my quiz s but still marked some of them missing and she closed her grade book  feeling  stressed,0
aye fuck you bro  prayers up for baby boy,0
troian be like im a serious actor  girl just ask your dad to put you on ncis los angeles its not that serious,0
all i see on socials is kids being killed missing or kidnapped  this makes me so angry they so innocent and don t deserve any of this evil from this horrible world  keeps getting worse everyday ,0
i m sorry i went and got them crab legs without you  damn  ,0
taxi drivers are fucked up for this  they never learn,0
masterstroke by bigg boss  the task was boring cos it was one sided with only vishal getting a chance  had been interesting if asim and arhaan got a chance too  biggboss  bb  ,0
knock a little louder please next time  ,0
now you tell me that noah just spends his minutes of the game staring down opponents  tangina na lang talaga nung nagtweet non  ,0
people saying i m joking when i say i like my hair are frustrating  why  am i not allowed to like it ,0
my brother bailed on  yesterday  amp  today this dude goes to eat biscuits  amp  gravy without me  selfish ass javic  ,0
i gotta stop doin this shit to myself  ,0
i just want somebody to understand my point of view  actually get where i m coming from  i am always the bad guy  ,0
im starving  amp  my body are all numb  ,0
maybe i shouldn t share my dreams with the wrong people  they just end up bringing you down  ,0
im about to buy a whole new immune system bc im tired of getting sick  ,0
i should ve went to school fuck i hate cramps  ,0
seriously  what s the craic here like  ,0
bruh i hate that they sale corn in a cup instead of on the cob like i want my shit on the cob  ,0
here s what s crazy  who s gonna say he can t though  we all know he could too ,0
whoever stole that hard drive is a dick  sorry  not sorry  ,0
nothing worse than your chocolate biscuits braking in your cuppa  ,0
he gon fuck the sec up  ,0
sick of my skin being shit  fuckin clear up already,0
 amp  she serious  ,0
now i m not involved in any of the fanwars  but anyone who tweets shit like  armys  i hate kpoppies  stays  ufh i hate you too exols  blinks  shawols  partying in the corner  is the definition of cringe  how do y all post these things  amp  not be embarrassed by urselves ,0
i hope to god that whoever the scumbags are who initially offered a home to this little darling never get the chance to go near any animal again ,0
disgusting,0
where the  is trey gowdy when you need him  republicans made a horrible choice in this steve castor dude as counsel  he suucks  ,0
i m getting mf tide of not winning on lottery tickets  it s been a whole ass week,0
getting a pedicure and the fucking cunt already cut me  dear nail techs slow down with those tools bitches because unlike when i draw blood  if you draw blood no tip ,0
damn bruh wtf  ,0
i make a nigga quit on  k online and he was up  felt that fucking pressure  ,0
rude  i can cook  and i didn t even know about that song till now  but i do know a lot more songs and how to sing  em than one  i don t have and existential crisis in the shower  how rude of you to assume that  i have  em in da bathtub  ,0
literally my brother flexing with his long legs im tired of him already  ,0
i swear to god  our it people are dumber than rocks  can t get shit fixed  ,0
i had this discussion at work some times ago  and it is just sad knowing a lot of people believe jesus is just the son of god  ,0
fuck  these pasmado hands are ruining my speed replies  ,0
still gonna stream like mad tho cause those are my boys  ,0
s o to my mans for putting me on some bangers  shit gets me so mf hyped,0
needa go to another show  feel like tossling my body endlessly and feeling nothing but the music  ,0
wtf is really wrong with the parents nowadays  like ts really pissed me off but hurt my feelings at the same time  shit like this is not okay ,0
yup  general election  tory majority  bad outcome for country  says gauke  ,0
this shit so hard  buy it rn  ,0
has anyone ever been called childish for the way you react when you get cut off in the middle of an explanation  like let me finish  damn dude  ,0
the hate i have for mini vans  ,0
and for some reason my shit always disappearing  ,0
my work laptop loves to do updates while i m trying to fucking work  ,0
the biggest success of the tories is pitting the working class against each other  some of the comments about mcdonalds workers are disgusting  everyone deserves enough money to live on  everyone  stop playing the workers and start blaming this piss take of a government ,0
my sis came to sleep at  pm shockingly  she switched off the lights and was on bed  i kept my books away only to see her watching her korean drama till  am  these kids ,0
just busted my shit on ice at a speedway  and then someone walked in on me using the bathroom cus i didn t lock the door  ,0
binge watching castlerock bc i m still sick  and i m  loving it  i don t know why it took me so long to start watching ,0
people struggle  amp  it should be voiced  i know people have it harder then me  i m not discrediting their experience  it s not a competition who has it worse  we re all fucken valid  so don t be  at me for having hopes  amp  dreams to do something big just because some  else couldnt,0
lets fucking go  ,0
anyone tht fights my moots ill fight back  watch me tsk,0
if my dad was still with us i d apologise to him for thinking he was overreacting about there never being any pens  he was right  there s never any bloody pens  i swear i bought a box of biros last week  do the kids eat them  ,0
imma hustler by birth  shit been like this  ,0
oh hell no should ve minded her business fuck she doing all up in mine  ,0
theatre kids be like  i m so stressed  holy fck let me play this piano for a sec ,0
i hate being a fucking host these servers get on my last nerves  ,0
i don t wanna hear shit from my friends on black wednesday cus we fucking going out  ,0
this iphone  camera making me realize i m actually ugly  ,0
what s wrong with this police  he is eating a sandwich like a normal person  ,0
bitch call  wtf  ,0
half way to where i m going and i realized i left my plancha on  ,0
humans are disgusting  why tf would you hurt a dog or any other animal  ,0
a must read  probably one of the most evidenced threads i ve read and it just shows how disgustingly let down we have been by decades of uk politicians  ,0
who s trynna go half s on disney  ,0
my dog tries to act like a hardass during the day  but every night  without fail  that boy comes running to me for snuggles  ,0
his ass didn t even to eat or shit  did my mans dirty early morning  ,0
i need to get back into my voice and take my talent serious  ,0
i am still angry at this guy for asking for a pic with me but look so uninterested  ,0
on me  indiana don t say shit to me because this weather bogus asf  ,0
i hate how tired i always am  ,0
man yunno i don t condone this shit  it s everybody else allowing it,0
but he is not normal in anything  trump don t give a  shit about anything  ,0
pigs at it yet again fuck  ,0
i m sorry i m such a prude i don t want to be pissed on  ,0
lool everyday  when will you marry  ,0
feel sorry for people that come into my work on a daily basis all they get is a rant  ,0
i am so sick of hearing youtubers whining about losing a tiny amount of subs or having a video de monitized sometimes while they re making  k  a month just from youtube alone  separate from the merch sales  wisely manage your money and shut up  youtube contentcreators,0
how dare you assume that i am tired of seeing this  i am never tired of seeing this shit  ,0
last home game of the season  comment if ur sad about it  also comment if ur coming tonight  also comment if ur not coming tonight so i can block you  i don t need that kind of negativity  anyways roll kerns and  ,0
my hair is so dark and my roots are so light it looks like i have grey hair i hate being a natural blonde  ,0
then you have to start type carefully  ,0
no no  understanding is only reserved for men  women only deserve to be judged and shamed  here we prioritize men s feelings and sensitivities  how dare you call out men on their wrong  you must hate men  feminism is a problem  ,0
if kevin durant wanted to he could average  a season,0
i feel like it s been way too long since i ve been on an airplane  ,0
don t tell me what to do when i m already fucking doing it  that just makes me not want to do it anymore  ,0
damn i got sick  guess we not built that differently,0
need minty so hard  ,0
  other niggas can say this,0
what does that even mean  irishandproud,0
i wish i knew my spam pw so i can delete this shit  ,0
bad bunny is annoying asf idc what anyone saids  ,0
work hard for it  don t make it luck,0
you annoy the fuck outta me  ,0
they just needa actually tweet shit  ,0
yoo i m tight asf  ,0
how farigh they guys  who saw this shit and realised that  lou bc copy hy  ,0
yall its been a few seconds since i posted that poll wtf  takes out whip,0
why is thanksgiving taking soo long  ,0
i am not disney  and chilling cuz if you turn my movie or show off cuz you want some dick we gonna have a problem  ,0
heartbreaking to wake up to measles outbreak updates from samoa  this makes me angry with the fiapopoko anti vaxers  my kids my choice  f f  ia momokae  fuck measles and fuck you too seriously  ,0
i m guilty  ,0
yes arti is very bad,0
sturgeon is so predictable we all knew this was coming  as she can never become pm it is only right that she s not included  we all know her tired grievance script of by heart anyway  ,0
desperately want to cut my hair  ,0
this lady s phone is always off  yoh fuck  ,0
i didn t take  business days to order that jacket why i gotta wait that long to get my money back  ,0
of fucking course i m being the one to blame for lexi s family not bothering to ask about or see her  absolutely fucking typical  ,0
i ain t afraid to admit it i was a simp in elementary  ,0
everyone  when it comes to video games  sonic fans are most definitely definitely crazy  pok mon fans  how dare you  we refuse to be left out of this discussion  ,0
  harmless tweet from diane and trolls pile in  sad thing is the pathetic little losers who have time to comment on everything she does really need labour  why you ask because they clearly need labours adult education policies to brighten their very dull lives  ,0
damn black  ,0
one thing i hate about glasses is that these bitches fog tf up  ,0
i m an awkward type of person  idk how to start a conversation  ,0
i wanna suck a cock grr  ,0
im about to listen to dd  on the bus and ive only listened to it once before so i hope i dont go crazy  ,0
police asking questions ion tell them niggas shit  ,0
disgusting pair  lock em up  ,0
my brother said  we re gonna make a cake for mom  and then a few minutes later he says  nah you re gonna make it  i changed my mind  does he not understand that i m resting my arm and back  ,0
disney  is down again  ,0
just because something doesn t work for you doesn t mean it wouldn t work for other people ,0
fuck my job  ,0
where this energy with your jumper in game ,0
apparently my phone turned off all access to my camera and photos  from other apps and now it won t let me put it back on  wtf why ,0
when your irl  friends  make fun of you for stanning who you stan  they re never gonna notice you  they re just a stupid boyband  what are you  like thanks for making me feel like shit  i m so done with these people,0
oh my gosh  stupid ,0
it annoys the fuck out of me when you order something and pay for  day shipping and it still comes a day late  ,0
i hate being called alexia bc mfs can t say my name right  wtf is alexisa  ,0
 you locked rachel in a freezer  exactly jimmy  so if anyone has a anger issue it s definitely jai not him emmerdale  ,0
if anyone actually thinks this is far fetched you ve got serious issues,0
holy crap  i just realized i have  jackets  i am very well prepared for winter  ,0
what sick excuses for humans  how can anyone laugh at suffering,0
now i was sad in los angeles it s  tomorrow yet  ,0
show ya angry uncles and daddies this ,0
exactly but i m still frustrated  #  wonhocantbeerased,0
i want fish and chips so badly rn i would sacrifice my us passport for some and that s on hrm queen elizabeth ii  ,0
it s always that  team that fuck my ticket up  ,0
when these  doctors office  bitches think i m stupid  lol i know health care fool  try that shit with another patient  ,0
bunch of monsters  filthy humans,0
these cramps are serious i can t feel my lower back nor legs  ,0
geico really has me fucked up rn  thinking ima pay for a  chevy putlander that got wrecked in arkansas  ,0
i m wrong  jim jordan only gets  mintues ,0
today in aver land  we re like slaves  these are not normal people  ,0
it s a shame i ve got to wait to fucking march  ,0
somebody better tell me wtf a boomer is and wtf a zoomed is before i lose my fucking mind  ,0
every single year,0
creators that sold their stock to disney has no loyalty because of the fucking money they only care all about  boycottwaltdisney,0
y all niggas are dangerously horny  please keep it out of my dms  ,0
this is fucking nuts man  ,0
fucking peel him the same way  ,0
oh come on now  stop wasting tax payers money with pathetic circus  ,0
aziza  while you couldn t bear the idea of loosing your father for a day  miran heart turned into rock because of his loss  i genuinely hate aziza  hercai ,0
i done took so much cold medicine and aint shit working  ,0
extremely socially awkward  ,0
are u fucking kidding me  ,0
fuck  ,0
saylor in da back like  da fucc i want that shit for  ,0
omg  i m sorry  ,0
being an adult is annoying  really wish i could sleep in all day  eat junk food  and watch youtube  ,0
a just can t help but feel sad for all the animals and wildlife that ll be affected as a result of thousands of burnt out lanterns falling into oceans and landing on streets  dislike,0
i mean the whole point is at least we have beaten them you brought it up but you shouldn t talk shit and ya team can t beat em  ,0
  well this sucks  ,0
i can spend all day cleaning  and it ll only take a little over an hour of not giving af to back track all my hard work  ,0
awful ,0
every single year,0
i feel like such a crackhead at school when i m on twitter i be laughing for everything and everyone just looks at me like i m dumb  ,0
holy fucking shit,0
another  years half nak hadap  i swear ldr is suck  ,0
i ve been tryna go to reno with friends but no one down  ,0
if you cared about me you d get me a deep fryer i m tired of cooking mozzarella sticks with the cheese all out  ,0
can t believe i m missing the price is right for this crap  ,0
everyone knows you can t talk shit about a nintendo game right at its release  ,0
a  it s girl scout cookie season n  pretty sure it s not a  no  it is n  okay  honey  go back to sleep  a  quietly chanting  thin mints  thin mints  thin mints  next morning  a  i m sad that it s not girl scout cookie season  ,0
slid into a fire hydrant this morning  trina all bruised up then i get off work and trina has a flat tire like wtf  ,0
i had a fire ass living room outfit for thanksgiving but i ll be at fucking work  ,0
she s been following me for years now  hasn t she noticed i keep posting lotr stuff to my stories considerably frequently  why randomly dm me to say lotr is silly  ,0
ima just say it  i m already sick of the cold  ,0
 amp  this is why i hate lake charles  ,0
returning things to victoria s secret by mail takes forever  ,0
my girlfriend birthday was celebrated by another guy yesterday  i just went there and chop chicken laps  this life i can t kill myself oo,0
i hate that i knew immediately who this was about  ,0
man wtf why florida so fckn cold  ,0
 what  how did i miss this  i knew trump was overseas  but he s in turkey  omg  is he getting paid from letting turkey cross the border and f cked over the kurds  our  old  allies  i am angrily shocked  ps  i thought f  fighters were our top jet  ,0
i m  nigga  my boys up next tho dont hate,0
hate by any other name is still hate  ,0
bro  girl in red  was  in  fucking  denmark  yesterday  literally  right  next  to  my  apartment  we  sad  we  so so  sad  ,0
you know when you start a project and you wished you hadn t  two needles broken  here s a tip for sewers  never use zigzag when you ve got your quarter of an inch foot on  no idea why the second needle broke ,0
shit i missed my mf appointment  sorry to my customers i look so unprofessional i m so pissed  ,0
not sure why i am doing this to myself  but i am flipping thru the cbj game since i couldn t watch it  just brutal to take the lead with under  minutes to go  seth barely misses the open net at  seconds left  then the damn tie goal at  seconds left  backside nonetheless  ,0
feeling angry  ,0
man i hate i gotta go to class today ts so irritating  ,0
soo  i lost my galaxy buds and i m super sad about it  ,0
what a damn  show  after  year s of obama democrats are  bat shit crazy ,0
shit happens everytime idk how to stop it  ,0
i just want to work without someone constantly fucking talking and sitting in my fucking office  fuck  the amount of annoyed i m staying this week has got to be unhealthy  ,0
i seriously don t understand how my glasses get so fucking dirty  i don t even touch them  ,0
atb snippets where i fill prompts and maybe give atb m noon the children they deserve  i m still writting the other teacher namjoon fic and will only post when i finished  ,0
the cleaning lady has been vacuuming for the past  minutes  if she don t hurry tf up i ma break her stupid ass vacuum  i m in no mood for noise today  ,0
i m really annoyed because all the people that are in my robotics group aren t doing anything and they re just waiting for me to figure everything out when i ve only started this month  ,0
in lagos  when you get to some certain areas like computer village  oshodi  obalende etc  common sense will turn your  backpack  into a  frontpack  ,0
work bout boring af today  shit been dead af due to the weather  ,0
lonely as always  ,0
me  amp  paris mood we fucked up bout kodak black,0
ha bitches ill be seeing him the week i turn  ,0
dawg i m here for a mri not a whole damn shift  ,0
i was not ready for this gahdamn cold front  ,0
at this rate these last few months i might have to go on bed rest  ,0
i need to get my windows tinted i m tired of getting caught dancing in my car  ,0
missing tf outta beef grill rn  ,0
just thinking about all my friends and family in israel is stressing me out  they have been raided with missiles for the past  hours  wake up world  look at whats going on  ,0
holy shit it s like i m talking to a wall bruh pls can u atleast try to understand what i m saying  ,0
people are disgusting  ,0
ronninators  fake fan  ,0
  angry bird mood activated  can the rains just take a chill pill this year already  jokes apart  what kind of english do you speak when you re angry  ,0
  me vs being way too sad about my crush possibly liking someone else  give me a minute i m going to go sob my eyes out  this is ridiculous  ,0
 worst day ever  halloween  ,0
truly fed up and done with a lot of shit already  ,0
nah fam you wine drunk rn,0
gender tastes a another a out and by of  aint having that shit out  ,0
did you know that schiff s top witness george kent  pressured ukrainian officials to drop investigation of corrupt soros  group antac  trump  kag  deplorable draintheswamp americafirst potus kag nra israel q powergrid flynn votered ,0
someone should slap me real hard before my feelings get hurt  please  ,0
it s hands on sight for everyone that talks shit on scoob  ,0
two nasty scum bags stealing a charity  box  i hope they rot in hell  ,0
i hate when professors wait til you get to class to cancel some shit  ,0
q amp a  someone just asked something about putin  i have dinner plans and need to get out of this strange room  is putin going to get me out  ,0
kodak finna have to do  years locked down  ,0
can t do my makeup for shit today wtf  ,0
sometime my mood really be like breaking all the fucking streakss and get the fuck out of all these social sites  ,0
at least now i have two friends and i trust them to call me out if i start to fall back into those patterns  ,0
i m about to go to all my classes today after going to one class the past  months  ,0
sid fake fan base exposed  siddhartshukla  biggboss  bigboss  ,0
this idiot at the gas line at costco turned into one lane and then got mad at me when i turned into the lane next to it  and then gets mad at me for going into it  wtf dude you weren t even there  ,0
shit been done  ,0
fragile looked amazing in her underwear but i was a bit disappointed not to see any camel toe  deathstranding,0
this cold disrespectful but i much rather be cold than feel like the devil spittin on me  i hatee the heat,0
  this scottish church minister trying to excuse the inexcusable racist comment from the corrupt racist lying wife cheating stupid so called prime minister  the thing that pissed me off he wears skirts in his spare time silly bunt  ,0
fr shits annoying  amp  nasty af,0
i swear  if miran yells or gets mad at reyyan for tryna choke out aziza  i will chop up his balls  then feed them to him  hercai reymir,0
i m getting tired of our new neighbors slamming the doors downstairs  i have a sick baby sleeping  ,0
if you won your work chili cook off last year  don t be a dink  update your recipe  rotate your spices  something  your competition has had all year to catch up  and they will  don t let some jackass newcomer take away the only thing that matters  ,0
final year syndrome is a thing  i m so over this  but it s too late to give up  ,0
i hate a mazon i hate it  ,0
woke up sad as shit today  amp  i got no reason to be feelin this way  ,0
  exams down  to go  ,0
i seriously need to learn how to say no  ,0
i love irene so bad  ,0
utterly repellent  bbcqt needs shut down for the duration of the election  then to never make a reappearance  ever  ,0
see when folk in carparks drive the wrong way thru no entry signs then look at you as if you re the fckn idiot when you point it out to them  aye i m talking to you mrs white bmw  series  ,0
i just want to sit in my saltiness today and some people are making this particularly difficult  ,0
my sweet tooth is going crazy rn  ,0
i won t sleep until my dreams don t end when i wake up  gotta give it everything everyday  ,0
broken heart ,0
people in the comments attempting to say he couldnt if he tried makes me sick to my stomach  so many retards not put in a mental ward so they stay on twitter instead,0
cutting all ties all these mfs are no good  and it shows im doin me  ,0
it s so annoying being allergic to foods i like  ,0
  i  must be on the carer s register  to serve as his advocate  considering there is no such register  getting v snarky and rude when i pointed that out to her  rude and ill informed  induced panic attacks in both of us  cheers love  chronicpainlife,0
that coworker always calls out my new pimples  it s the least he deserves,0
will i ever be as sad to have been right about anything as i was about the emergence of a social conservative  left  ,0
ive learned my fight or flight with animals is to run but with people it s to fight and ima fuck him up on my grandma joe  ,0
i love disneyplus but i hate the fact that it doesn t remember in what episode i stopped and it starts at the first episode every time  pleasecopynetflixonthat remembermyepisodes,0
stop supporting abusers because they re your friends too  just cause y all are homies doesn t mean they won t do it to you  ,0
i love hate nathalie so much it makes me mad  hajhasjbdja  i can t tell if she actually cares about adrien or not  i wish she would,0
like fuck ya  on me,0
check how you vote  it s half the problem yellowtories  got you into this mess,0
i get mental breakdowns and honestly i hate when guys waste my fucking time  i go out of my way when i go on dates or make time for a guy  it s not easy to find a sitter just to go out with you  i don t just drop my son for anyone  i m annoyed  ,0
i came out of my room crying telling my mom  eddie died  when i was  she told me that wrestling on tv was fake and he s probably okay  ,0
only tough people last  ,0
my fatass is mad cause little debbie isn t selling my christmas gingerbread cookies anywhere near me  ,0
atb snippets where i fill prompts and maybe give atb minjoon the children they deserve  i m still writting the other teacher namjoon fic and will only post when i finished  ,0
stop blowing up my mf phone in the morning  you re fucking annoying  i need my mf sleep  ,0
the tube is worse  ,0
airtel  so so useless  ,0
one of my kids just broke my diffuser and although it s mercury retrograde  shit just sent me over the edge  ,0
what an irony  while the whole country is fighting against the social evil  named  untouchability  few people are still say  don t touch me  i am a celebrity  ,0
lets go bron talk yo shit,0
wtf man  ,0
this is not okay  so many things wrong in the world nowadays  ,0
the school system really failed to tell me lactose intolerance is most common among asian women and let me fart my way through  years of boba  ,0
charity you nasty bitch  i hope vanessa moves to outta mongolia  emmerdale,0
my anger levels are through the roof  ,0
round  ,0
im gone stop fucking yall niggas because when somebody fucks mines i dont like that  ,0
credit score went down to  ,0
grammes are shit for not recognizing them  ,0
with yuffie in your group nothing can go wrong  ,0
i m convinced y all hate christianity  ,0
timeline s still weird  it just shows random tweets rts  ,0
if jai  amp  laurel actually had a closer look at archie s bruises they d clearly see the fingermarks are way too small to be jimmy s  idiots emmerdale  ,0
i am extending my patience for this person since last sem pa but i can t contain this anymore  his stupidity irritates the hell out of me  argh  ayna tawn ko pa classmate ta ning tawhana please  ,0
i would but your rude ass might just throw up when i do it soo  ,0
cuffing season not a success this year  ,0
hate when this happens  ,0
i fucking hate hair store lipgloss  that sticky ass shit  ,0
something strange going on with the ole pc machinery  uploading today s nba video soon  sorry for the slipped frames  but the audio was fine so it shouldn t be too painful  ,0
roadworks every bloody where at the moment  ,0
to the guys who pee on the toilet seat in public restrooms  ,0
i dont like when i miss u  when i think about u  its unfair for me ,0
more possible proof of the cheating fucking astros in  fuck the astros  something needs to be done about this shit  cheaters,0
bad decision sending her that tweet shes calling me a baby now  ,0
omg this is so rude and uncalled for  glowgowonisoverparty ,0
it s pissing me off that it s cold outside and it s still cold in this building  ,0
game day  ,0
fucking rodillera no deja de moverse smh  ,0
meanwhile i m out in this shit driving my uncle around  ,0
it s all foggy and pretty outside and i was gonna stare out the window and drink my tea  but a stupid surveyor s truck with flashing lights parked right outside  ,0
why is it when there is a massive gap behind you on the motorway  the person in the next lane always has to cut you up and go in front of you  then proceeded the slam their brakes on  ,0
that lifeline was blowing my shit  ,0
at least let my nigga get some stu time  ,0
king shit  ,0
this a fucking fact  passfirst,0
i tried meeting somebody half way last week to help them out  it was after dinner time  i had the kids and they were tired  tell me why i got to the meeting spot and they canceled on me and said they will just get it the next day  talk about being mad  ,0
p s your bus driver has just broken the law  letting everyone at the stop get on so there are  people standing downstairs  people stood on the stairs and people stood upstairs  sort out your service  ,0
i thought it was annoying when my toddler refused to eat the food prepared for her  but nothing compares to a newborn who spits up half the breastmilk i ve worked so hard to create  parenting momlife breastfeeding  ,0
bro they gave kodak  wtf i m sick  ,0
oh i definitely do this  leave that card home  i had to start giving my self a budget when i go out cause swiping is dangerous ,0
the power of knowing your game  ,0
this girl needs to tone it down  ,0
mercury in boosie fade got me fucked up  i took off work today to recover from yesterday s surgery  tell me why there s an internet outage in my area and i can t watch tv or get on the internet  my cell service sucks in my apt so who know when this tweet will  even be sent  ,0
this stupid mf i used to date before i moved really requesting money from me on venmo like are you fucking kidding me  you got some bitch pregnant the fuck outta my texts bitch  ,0
if i only tweet that i m offering dropbox and premium  clearly i do not offer sexting sessions  video calls  meetups  or anything in between  ,0
im tired of working in something i m not passionate about  ,0
shattered and ill after my first day of placement just want cuddles from my bf come home please  ,0
one thing after another with me these days  fuck off  ,0
the disney channel shows on disney  trashh  they missing hella shit  ,0
i m officially done with our broadcasting in this country  what kimd of visuals is this ait giving someone  nta can t even show the game  rubbish  ,0
my bad,0
bet the gym empty af rn  lemme go peep game ,0
frustrated  ,0
why tf did netflix take my new seasons awayy  feeling angry  ,0
anyone who throws that away is an idiot  ,0
nah you need new timbs every year  you bitches be going out sad fr waiting around for a nigga to get your timbs uggs  ,0
i drove today instead of biking bc i was afraid to breathe deeply outside  ,0
if i can t facetime you randomly cuz i wanna get coffee  ion want it  ,0
people are so weird and stupid  ,0
 q | first dangerous look of the game and fiona minter comes away with the clutch save  aufh  fairfield  aufh | aueagles  ,0
can someone pls appreciate my thick thighs in the outfit pics i took yesterday  ,0
it really makes me angry that texas roadhouse isn t open for lunch  ,0
you used to give me butterflies  now you give me headaches  dumb hoe  ,0
cocky  ,0
y all know good and well that edm dj lady would get hired in miami or vegas  i almost hate going in bars and clubs not in the south because that s the shit you hear  ,0
idk what my problem is i beg for hot weather and then i beg for cold weather then when it comes i hate both  ,0
why i just thought about this in my head like wtf  ,0
i swear i hate when i hold the door for a female and they don t say thank you  ,0
  g shit  freeyak  ,0
the day my job finally decides to play beyonce s hits  i m in a fucked up mood  best belive my mad ass was hitting that choreography tho ,0
i really feel like crap today  ,0
makes me sick man  this is what happens when the shady u s government empowers a puppet leader to do their dirty work in  rd world countries  disgusting  ,0
fredo is cold  ,0
i need to get back on my shit and quit missing the gym  ,0
even though i did the reboot sequence multiple times i guess i didn t wait long enough  my friend at the apple store rebooted it in a few minutes  frustrating that i waisted so much energy on something because apple couldn t do a simple on off switch  ,0
you better believe i m getting hbo max just to fucking watch ed edd n eddy and billy  amp  mandy  ,0
big dog shit  ,0
why it be so hard to move on  ,0
never hang around a broke nigga that shit be contagious  ,0
not helping  who it effecting every single day  every day this week something has gone wrong  i be sacked in my job if i was this incompetent  ,0
always subject to fucking bullshit  ,0
i don t understand this either  can someone please enlighten me  i hope we re not just about to waste  ,0
my last rt  just made me soo mad  ,0
idk bout every single year maybe  or  ,0
i m so mad i threw out the slip from monday  where i had  scan per hour  ,0
those videos of parents beating they kids piss me off so bad  keep that shit off social media  ,0
i can t believe i really used to smoke like  blunts on the daily  my lungs probably hate me still  ,0
i m trying to reprogram my universal remote to my tv and fucked around and programmed it to the lights  like how tf  ,0
i can t express how much i hate hunting season  ,0
